Day,Weather,Customers_Forecast,Meals_Prepared,Festival,Event_Type,Staff_Count,Avg_Rating,Special_Event,Surplus_Meals
Tuesday,Stormy,223,335,Christmas,Buffet,14,5.0,0,191.7
Saturday,Rainy,293,386,No,Buffet,17,4.88,0,137.5
Tuesday,Sunny,504,587,No,Regular,22,4.09,1,70.6
Sunday,Sunny,293,365,Diwali,Regular,18,3.77,1,73.1
Friday,Sunny,353,469,Eid,Banquet,18,4.65,0,138.0
Monday,Rainy,290,376,Christmas,Buffet,16,4.25,0,131.5
Monday,Cloudy,182,248,No,Buffet,15,4.33,0,76.6
Monday,Stormy,595,824,No,Buffet,33,4.0,0,413.3
Friday,Sunny,513,632,No,Buffet,28,4.76,0,143.7
Saturday,Cloudy,221,274,No,Regular,14,4.24,0,38.9
Tuesday,Rainy,244,303,No,Regular,13,4.39,0,58.7
Saturday,Sunny,766,852,No,Regular,35,3.69,0,52.5
Monday,Stormy,401,512,Christmas,Regular,22,3.8,0,227.9
Saturday,Cloudy,562,722,Diwali,Regular,32,3.65,1,175.4
Sunday,Sunny,613,724,No,Corporate,32,4.32,0,47.8
Saturday,Sunny,361,422,No,Regular,20,4.16,0,41.2
Friday,Rainy,292,346,No,Corporate,19,3.57,0,56.9
Saturday,Cloudy,950,1180,No,Banquet,47,4.26,0,282.9
Monday,Rainy,394,486,No,Regular,19,4.18,0,126.8
Tuesday,Rainy,229,342,Eid,Buffet,19,3.34,1,178.0
Monday,Sunny,676,821,No,Buffet,35,3.82,0,130.4
Thursday,Rainy,712,919,No,Banquet,34,4.23,1,402.0
Saturday,Stormy,433,591,No,Buffet,23,3.69,0,304.5
Friday,Sunny,270,337,No,Regular,19,4.01,0,42.5
Saturday,Rainy,540,676,No,Regular,27,3.81,1,165.6
Tuesday,Sunny,533,670,No,Banquet,27,3.46,0,152.0
Saturday,Sunny,246,292,No,Regular,15,3.23,0,32.4
Tuesday,Sunny,88,115,No,Corporate,10,3.62,0,20.6
Tuesday,Rainy,541,608,No,Regular,26,4.95,0,126.9
Friday,Sunny,809,1078,No,Buffet,43,3.6,0,303.8
Sunday,Sunny,715,881,Diwali,Regular,33,4.05,0,147.7
Friday,Cloudy,337,438,Christmas,Regular,22,4.09,0,84.4
Monday,Sunny,474,592,Diwali,Regular,24,4.93,0,121.8
Friday,Rainy,490,590,Christmas,Regular,25,3.25,0,162.9
Monday,Stormy,198,238,Christmas,Corporate,13,3.82,0,97.0
Sunday,Sunny,876,1107,Diwali,Buffet,46,4.24,0,307.4
Friday,Sunny,315,352,No,Regular,17,4.06,0,34.6
Tuesday,Stormy,100,148,No,Buffet,12,3.94,0,83.6
Monday,Sunny,162,196,No,Regular,10,4.35,0,22.1
Tuesday,Sunny,752,961,Diwali,Buffet,37,3.22,0,287.2
Sunday,Stormy,115,139,Diwali,Corporate,10,3.99,0,50.6
Thursday,Rainy,333,411,No,Corporate,19,3.87,0,97.3
Saturday,Cloudy,379,446,Diwali,Corporate,18,4.48,0,69.2
Friday,Cloudy,628,762,No,Regular,30,3.22,0,114.0
Friday,Rainy,656,740,No,Regular,30,4.01,0,131.8
Tuesday,Cloudy,306,360,No,Corporate,17,4.03,0,29.5
Sunday,Cloudy,523,594,No,Regular,27,3.92,0,79.9
Wednesday,Rainy,539,602,No,Regular,28,3.85,0,117.6
Friday,Cloudy,647,788,No,Regular,34,4.04,0,94.8
Friday,Cloudy,628,716,No,Corporate,30,4.56,0,53.1
Friday,Sunny,691,877,No,Buffet,35,4.37,0,190.3
Sunday,Cloudy,486,634,Christmas,Banquet,28,3.8,0,202.2
Tuesday,Cloudy,390,467,No,Regular,21,3.79,0,56.2
Thursday,Sunny,484,546,No,Regular,26,3.64,0,37.5
Wednesday,Sunny,238,296,No,Regular,12,4.52,0,40.0
Thursday,Rainy,581,672,Diwali,Corporate,30,3.84,0,148.0
Monday,Sunny,323,376,No,Regular,16,3.58,1,66.5
Monday,Sunny,706,856,No,Banquet,33,4.13,0,175.6
Tuesday,Sunny,431,511,No,Buffet,20,4.2,0,73.7
Wednesday,Sunny,558,662,No,Corporate,28,3.97,0,38.9
Thursday,Rainy,408,484,No,Corporate,20,4.13,0,102.6
Friday,Sunny,716,940,No,Buffet,40,4.01,0,236.0
Friday,Sunny,561,703,Diwali,Corporate,29,4.3,0,118.0
Wednesday,Rainy,257,301,No,Regular,16,4.2,0,53.8
Wednesday,Sunny,241,299,Christmas,Corporate,14,3.81,0,58.0
Tuesday,Sunny,491,579,No,Corporate,23,4.36,0,50.2
Friday,Rainy,484,579,No,Buffet,26,3.72,0,157.1
Wednesday,Cloudy,452,529,No,Regular,25,3.63,0,52.3
Monday,Rainy,512,637,No,Banquet,27,4.15,0,212.3
Wednesday,Rainy,120,170,No,Banquet,13,4.24,0,79.3
Thursday,Stormy,407,528,Diwali,Buffet,21,4.44,0,321.2
Tuesday,Sunny,233,310,No,Banquet,14,4.86,1,111.1
Friday,Rainy,168,230,New Year,Buffet,10,3.31,0,106.5
Thursday,Cloudy,218,267,No,Regular,13,3.84,0,45.0
Friday,Sunny,342,442,No,Buffet,22,4.14,1,138.7
Friday,Stormy,601,731,No,Regular,28,4.79,0,223.7
Friday,Sunny,308,376,No,Buffet,18,3.92,0,71.2
Wednesday,Rainy,634,814,No,Buffet,36,3.39,0,252.7
Saturday,Cloudy,228,293,No,Regular,15,3.62,0,49.0
Thursday,Cloudy,545,668,No,Regular,28,4.0,0,115.2
Thursday,Sunny,445,573,No,Buffet,26,4.25,0,136.6
Friday,Rainy,115,140,No,Corporate,8,5.0,0,29.8
Wednesday,Cloudy,182,244,No,Banquet,13,3.81,0,70.0
Thursday,Sunny,108,136,No,Regular,7,4.31,1,20.0
Saturday,Sunny,331,406,No,Corporate,21,4.52,0,33.6
Sunday,Rainy,290,319,No,Regular,16,3.84,1,73.3
Sunday,Sunny,113,156,Diwali,Regular,9,4.78,1,33.4
Thursday,Cloudy,553,703,New Year,Buffet,32,3.84,0,231.1
Thursday,Cloudy,560,638,No,Regular,26,3.65,0,62.5
Saturday,Sunny,603,731,Christmas,Corporate,30,4.73,0,128.0
Wednesday,Cloudy,153,191,No,Regular,9,4.06,1,39.3
Saturday,Sunny,690,812,No,Regular,36,3.61,0,99.6
Thursday,Stormy,375,537,Diwali,Buffet,24,3.89,0,340.0
Monday,Rainy,186,233,No,Regular,14,3.78,0,54.4
Monday,Sunny,143,177,No,Regular,13,3.84,0,21.8
Saturday,Cloudy,619,709,No,Regular,31,4.15,1,119.0
Monday,Cloudy,215,268,Eid,Regular,16,3.93,0,46.1
Wednesday,Stormy,393,466,No,Corporate,18,4.94,1,175.8
Wednesday,Sunny,388,490,Diwali,Regular,21,3.93,0,84.7
Tuesday,Cloudy,724,859,No,Buffet,33,4.01,0,177.3
Wednesday,Rainy,577,739,New Year,Buffet,29,4.7,1,299.2
Saturday,Sunny,747,934,No,Buffet,39,4.6,1,234.7
Monday,Cloudy,422,515,No,Buffet,23,4.39,0,109.4
Saturday,Sunny,541,769,Diwali,Buffet,29,3.91,1,275.0
Saturday,Cloudy,167,195,No,Corporate,12,4.68,1,31.0
Wednesday,Sunny,520,642,No,Regular,27,3.91,1,89.1
Tuesday,Stormy,451,551,Diwali,Corporate,23,3.63,1,242.6
Friday,Sunny,297,372,Christmas,Regular,18,3.83,0,71.7
Monday,Sunny,177,228,No,Buffet,14,4.41,0,39.8
Wednesday,Rainy,626,748,No,Buffet,32,3.97,0,221.2
Sunday,Rainy,621,709,No,Regular,28,4.16,0,142.3
Sunday,Cloudy,628,777,No,Regular,32,3.67,0,135.1
Saturday,Cloudy,101,130,No,Regular,8,4.42,0,15.1
Wednesday,Sunny,561,699,Eid,Regular,27,3.77,0,154.8
Friday,Cloudy,399,492,No,Buffet,24,3.71,0,94.0
Friday,Sunny,250,314,No,Regular,17,3.99,0,52.3
Wednesday,Sunny,334,375,No,Corporate,20,3.53,0,21.2
Friday,Stormy,608,741,Christmas,Corporate,32,3.69,0,279.9
Monday,Cloudy,539,661,No,Regular,29,3.71,0,95.7
Tuesday,Sunny,164,203,No,Regular,9,4.17,0,24.3
Thursday,Sunny,632,736,No,Regular,33,3.78,1,93.3
Tuesday,Stormy,462,516,No,Corporate,23,4.2,0,178.8
Tuesday,Sunny,607,684,No,Regular,27,4.01,0,52.2
Saturday,Sunny,733,912,No,Regular,34,3.88,1,142.3
Sunday,Sunny,628,793,No,Banquet,30,4.6,0,185.1
Thursday,Sunny,104,143,No,Buffet,7,3.39,0,43.6
Saturday,Sunny,131,160,No,Regular,8,4.34,0,16.5
Sunday,Stormy,467,529,No,Corporate,20,3.6,0,161.8
Tuesday,Sunny,166,208,No,Banquet,10,3.73,0,49.8
Thursday,Cloudy,538,711,No,Buffet,31,3.9,0,153.3
Wednesday,Cloudy,126,149,No,Regular,9,3.98,0,19.8
Monday,Cloudy,646,832,No,Buffet,34,4.05,1,258.9
Saturday,Cloudy,267,337,No,Regular,18,4.12,0,39.6
Thursday,Cloudy,150,216,Eid,Buffet,12,3.86,1,85.8
Thursday,Cloudy,263,293,No,Regular,14,3.08,0,42.5
Tuesday,Cloudy,711,918,No,Buffet,35,3.77,0,196.8
Tuesday,Rainy,347,399,Christmas,Corporate,17,4.42,0,97.8
Sunday,Cloudy,950,1276,No,Banquet,47,4.31,0,360.5
Monday,Rainy,194,238,New Year,Corporate,10,4.32,0,53.2
Tuesday,Sunny,455,590,Diwali,Regular,24,3.97,1,160.8
Wednesday,Cloudy,174,205,No,Regular,9,4.27,0,35.2
Thursday,Cloudy,378,492,No,Buffet,20,3.87,0,128.8
Friday,Sunny,344,420,New Year,Regular,17,3.91,0,68.4
Thursday,Rainy,434,517,No,Regular,25,3.82,0,101.2
Monday,Sunny,410,493,No,Corporate,23,4.47,0,33.1
Tuesday,Sunny,98,131,No,Regular,6,2.98,0,29.7
Saturday,Rainy,568,668,No,Regular,26,4.12,1,155.2
Friday,Sunny,730,903,Diwali,Buffet,35,4.12,0,256.4
Friday,Sunny,486,612,No,Banquet,24,4.15,1,154.5
Friday,Sunny,155,227,No,Buffet,10,4.03,0,62.6
Saturday,Rainy,376,449,No,Regular,19,4.59,0,114.0
Monday,Sunny,303,423,No,Buffet,21,4.08,0,131.8
Wednesday,Cloudy,735,982,No,Banquet,40,3.98,0,289.6
Thursday,Rainy,147,170,No,Regular,8,4.34,0,34.9
Wednesday,Cloudy,286,385,No,Buffet,16,3.4,0,100.4
Saturday,Stormy,707,918,No,Buffet,34,3.76,0,461.9
Thursday,Rainy,733,1028,Christmas,Buffet,43,4.51,1,557.2
Saturday,Sunny,497,564,No,Regular,25,4.18,1,74.3
Saturday,Stormy,114,158,No,Banquet,9,3.48,0,90.6
Thursday,Cloudy,471,594,No,Regular,26,5.0,0,102.6
Sunday,Sunny,102,135,No,Regular,8,4.0,0,17.4
Friday,Sunny,125,160,No,Regular,9,3.75,0,30.1
Saturday,Cloudy,549,617,No,Regular,26,3.47,0,65.3
Wednesday,Sunny,280,336,No,Regular,19,4.64,0,36.1
Thursday,Cloudy,74,96,No,Corporate,9,3.67,0,12.1
Thursday,Sunny,271,336,No,Corporate,17,3.9,0,37.2
Monday,Cloudy,286,343,No,Regular,18,4.21,1,59.8
Wednesday,Sunny,374,417,No,Corporate,16,3.22,0,28.0
Sunday,Rainy,950,1142,No,Banquet,46,4.41,0,323.4
Friday,Sunny,152,206,New Year,Regular,10,3.69,0,51.6
Tuesday,Sunny,543,750,No,Buffet,28,4.52,0,206.0
Wednesday,Sunny,617,845,No,Banquet,36,4.19,0,237.6
Tuesday,Cloudy,569,670,No,Corporate,29,4.55,0,46.1
Monday,Cloudy,353,454,No,Buffet,18,4.15,0,109.8
Sunday,Cloudy,174,215,No,Corporate,12,4.5,0,23.8
Thursday,Sunny,709,930,No,Buffet,40,4.26,0,238.9
Wednesday,Rainy,95,134,No,Regular,9,4.04,0,51.7
Friday,Sunny,396,530,Eid,Regular,23,4.21,0,109.0
Monday,Sunny,534,676,No,Buffet,27,2.82,1,202.6
Tuesday,Rainy,125,152,No,Regular,8,3.84,0,32.9
Friday,Cloudy,289,340,No,Regular,19,4.57,0,44.5
Friday,Cloudy,153,178,No,Regular,9,3.53,0,18.0
Sunday,Sunny,605,684,No,Corporate,26,3.83,0,23.0
Friday,Sunny,310,366,No,Buffet,16,3.43,1,90.6
Thursday,Cloudy,416,498,No,Regular,21,3.33,0,61.5
Saturday,Sunny,248,318,No,Regular,13,3.91,0,46.5
Sunday,Sunny,567,648,No,Regular,28,4.24,0,47.5
Saturday,Stormy,638,768,No,Regular,32,3.95,0,211.8
Sunday,Cloudy,130,175,No,Buffet,13,3.54,1,54.1
Saturday,Sunny,586,717,No,Regular,28,3.57,0,99.3
Sunday,Sunny,762,930,No,Banquet,36,3.66,0,216.4
Monday,Cloudy,110,135,No,Regular,11,3.94,1,34.8
Saturday,Sunny,266,335,No,Regular,15,3.66,0,55.2
Thursday,Sunny,504,601,No,Corporate,23,4.52,0,58.7
Thursday,Sunny,323,415,No,Regular,19,3.76,0,64.0
Friday,Cloudy,147,171,No,Regular,10,3.85,0,24.2
Sunday,Cloudy,530,642,No,Regular,27,4.28,0,93.0
Sunday,Sunny,758,895,No,Buffet,37,3.21,0,219.4
Wednesday,Sunny,317,368,New Year,Regular,20,4.7,0,42.6
Saturday,Cloudy,143,190,No,Corporate,12,4.41,0,29.0
Saturday,Cloudy,206,257,No,Buffet,15,4.4,0,53.1
Wednesday,Cloudy,256,294,No,Corporate,13,3.75,0,38.8
Monday,Sunny,416,545,No,Buffet,26,3.7,0,131.7
Monday,Cloudy,451,526,No,Corporate,25,3.8,0,51.9
Saturday,Stormy,669,849,No,Buffet,32,3.9,0,435.0
Thursday,Cloudy,255,317,No,Buffet,18,4.59,0,73.2
Sunday,Sunny,676,900,No,Buffet,36,3.24,0,225.3
Thursday,Cloudy,158,217,No,Buffet,11,4.61,0,50.7
Sunday,Sunny,209,242,No,Regular,13,3.97,1,37.6
Wednesday,Sunny,627,795,No,Buffet,32,4.51,0,212.2
Saturday,Sunny,712,778,No,Regular,31,4.22,1,89.0
Monday,Rainy,560,730,No,Buffet,30,4.33,0,238.1
Thursday,Sunny,331,411,No,Regular,18,4.46,0,52.3
Saturday,Rainy,705,792,No,Regular,32,4.01,1,178.7
Sunday,Cloudy,328,381,No,Regular,18,3.66,0,53.2
Saturday,Cloudy,530,686,Diwali,Regular,30,3.68,0,137.1
Monday,Sunny,464,577,No,Regular,22,4.47,0,70.4
Wednesday,Cloudy,109,153,Diwali,Regular,10,4.71,0,49.0
Monday,Sunny,747,970,No,Buffet,38,3.76,0,202.5
Monday,Sunny,436,478,No,Regular,24,4.53,0,29.7
Friday,Sunny,348,469,No,Banquet,18,4.47,1,130.3
Friday,Sunny,591,716,No,Corporate,29,3.43,0,70.3
Saturday,Cloudy,347,408,Eid,Regular,17,4.45,0,69.9
Sunday,Sunny,139,181,No,Regular,12,3.81,1,33.5
Saturday,Sunny,554,632,No,Regular,24,4.7,0,54.1
Saturday,Stormy,175,228,Eid,Regular,14,4.17,1,80.3
Monday,Sunny,495,624,No,Buffet,29,5.0,0,115.9
Tuesday,Sunny,551,689,No,Buffet,28,4.06,0,147.2
Friday,Sunny,228,314,No,Buffet,14,3.82,0,90.6
Saturday,Sunny,635,726,Christmas,Regular,32,4.3,1,129.2
Monday,Cloudy,397,491,No,Buffet,20,4.41,0,119.3
Thursday,Sunny,271,311,No,Regular,16,4.32,1,30.4
Friday,Sunny,137,165,No,Corporate,7,3.92,0,13.8
Monday,Cloudy,689,873,New Year,Banquet,36,4.41,0,280.9
Wednesday,Sunny,162,211,New Year,Regular,13,3.59,0,44.9
Sunday,Stormy,178,216,No,Corporate,9,3.13,0,69.7
Friday,Stormy,240,295,No,Corporate,16,4.24,0,78.6
Tuesday,Sunny,388,519,No,Buffet,25,5.0,0,116.3
Saturday,Sunny,697,879,Diwali,Regular,33,4.34,0,141.3
Wednesday,Sunny,450,508,No,Corporate,23,3.76,0,39.3
Saturday,Sunny,598,718,Eid,Regular,30,3.95,0,126.2
Wednesday,Cloudy,181,231,No,Regular,11,4.09,0,32.6
Friday,Cloudy,642,783,No,Buffet,29,3.71,0,202.6
Wednesday,Sunny,268,339,No,Regular,15,3.67,0,59.6
Tuesday,Sunny,341,402,No,Regular,19,4.24,0,36.9
Sunday,Sunny,729,999,No,Banquet,39,4.27,0,302.8
Tuesday,Stormy,162,204,No,Regular,9,3.7,1,71.8
Monday,Rainy,320,399,No,Buffet,21,3.51,0,111.3
Wednesday,Sunny,355,436,No,Buffet,21,3.99,1,119.9
Friday,Cloudy,693,778,No,Regular,33,3.9,0,59.8
Saturday,Sunny,909,1200,No,Buffet,48,4.35,0,290.6
Sunday,Cloudy,901,1176,No,Buffet,47,3.76,0,328.8
Wednesday,Cloudy,446,617,No,Buffet,26,4.21,0,152.6
Wednesday,Rainy,526,635,No,Buffet,28,4.25,0,196.6
Monday,Sunny,673,940,No,Banquet,40,4.41,0,301.4
Friday,Sunny,881,1124,Diwali,Banquet,45,4.04,0,290.6
Sunday,Stormy,554,635,No,Regular,25,3.79,0,223.7
Friday,Sunny,716,826,Christmas,Regular,31,3.95,0,118.3
Friday,Sunny,418,572,No,Buffet,26,3.99,0,155.7
Wednesday,Cloudy,662,889,No,Banquet,34,4.91,0,309.2
Sunday,Rainy,457,512,No,Corporate,22,3.85,0,80.7
Thursday,Cloudy,514,607,No,Regular,24,4.87,0,71.8
Monday,Rainy,545,610,No,Corporate,27,4.09,0,97.4
Wednesday,Cloudy,112,144,Christmas,Regular,8,3.91,0,44.3
Monday,Sunny,560,670,No,Regular,27,3.79,0,79.9
Tuesday,Cloudy,652,864,Diwali,Buffet,37,3.62,1,273.1
Monday,Rainy,570,711,No,Regular,29,3.99,0,192.3
Thursday,Rainy,270,330,No,Buffet,14,4.04,0,90.2
Friday,Sunny,486,543,No,Regular,22,4.08,0,40.8
Wednesday,Sunny,97,123,No,Corporate,6,5.0,0,14.6
Thursday,Rainy,142,193,No,Banquet,12,4.65,0,70.1
Sunday,Sunny,493,564,No,Regular,27,4.11,1,88.7
Saturday,Sunny,914,1145,Eid,Buffet,47,3.9,0,266.2
Thursday,Rainy,237,302,No,Buffet,12,3.48,0,105.3
Wednesday,Cloudy,524,643,No,Regular,25,4.18,0,92.2
Sunday,Sunny,122,147,No,Corporate,7,4.49,0,7.2
Tuesday,Sunny,124,166,No,Buffet,9,4.62,0,52.0
Wednesday,Sunny,419,474,No,Regular,22,3.83,0,47.7
Sunday,Rainy,248,293,No,Corporate,13,3.5,0,40.4
Thursday,Cloudy,124,157,No,Regular,7,4.07,0,13.6
Saturday,Sunny,722,896,New Year,Regular,34,4.27,0,159.1
Friday,Sunny,703,921,New Year,Regular,36,3.93,0,179.6
Friday,Sunny,81,104,No,Corporate,9,4.27,0,15.4
Wednesday,Sunny,879,1056,No,Banquet,40,4.02,0,207.8
Tuesday,Sunny,77,105,No,Regular,8,4.13,0,19.2
Wednesday,Cloudy,494,565,No,Regular,27,4.17,0,55.0
Tuesday,Sunny,521,625,No,Regular,24,4.04,0,60.9
Sunday,Sunny,338,479,Diwali,Buffet,19,3.53,0,146.3
Wednesday,Sunny,144,178,Eid,Regular,12,4.58,0,26.5
Thursday,Sunny,392,481,No,Regular,19,3.82,0,59.9
Saturday,Sunny,702,858,No,Regular,34,3.09,0,118.5
Saturday,Sunny,123,174,No,Buffet,12,4.02,0,48.1
Thursday,Sunny,671,872,No,Buffet,37,4.22,1,274.9
Thursday,Sunny,512,645,No,Buffet,26,4.46,0,142.2
Sunday,Cloudy,772,993,Diwali,Regular,37,4.15,0,203.2
Friday,Sunny,317,450,Christmas,Buffet,21,4.09,0,138.1
Saturday,Rainy,639,821,No,Buffet,33,4.12,0,308.6
Sunday,Cloudy,479,678,Diwali,Buffet,26,3.76,0,253.1
Saturday,Sunny,526,626,No,Regular,29,3.91,0,53.9
Tuesday,Sunny,170,199,No,Regular,14,4.43,0,31.4
Thursday,Sunny,425,562,Diwali,Buffet,22,3.85,1,165.4
Monday,Sunny,637,775,No,Regular,32,4.12,1,133.0
Friday,Cloudy,806,1106,No,Buffet,42,3.88,0,325.1
Sunday,Sunny,225,267,No,Regular,14,3.79,1,73.6
Thursday,Rainy,100,126,No,Regular,6,3.98,0,20.1
Thursday,Cloudy,369,466,No,Buffet,22,3.99,0,114.3
Monday,Cloudy,199,253,No,Regular,11,4.0,0,28.2
Sunday,Rainy,259,313,No,Regular,15,4.18,0,82.5
Monday,Cloudy,155,186,No,Corporate,9,3.26,0,29.1
Monday,Rainy,380,426,No,Regular,19,3.89,0,76.3
Tuesday,Stormy,169,231,No,Banquet,12,4.29,0,130.6
Monday,Sunny,591,708,Eid,Regular,29,4.65,0,126.6
Thursday,Sunny,75,104,No,Corporate,6,3.56,0,21.0
Thursday,Sunny,144,174,No,Corporate,12,3.6,1,21.1
Wednesday,Sunny,391,479,Diwali,Regular,24,4.15,0,84.2
Monday,Cloudy,177,232,Diwali,Buffet,10,4.49,0,77.9
Monday,Sunny,430,601,No,Buffet,26,3.74,0,164.7
Wednesday,Cloudy,131,175,No,Buffet,9,3.3,0,57.5
Monday,Rainy,570,700,No,Regular,32,4.16,0,137.5
Friday,Sunny,691,908,No,Banquet,38,3.7,0,246.4
Tuesday,Cloudy,291,353,No,Buffet,17,4.72,0,86.9
Wednesday,Sunny,581,736,No,Banquet,28,4.01,0,177.0
Wednesday,Rainy,341,424,No,Corporate,21,3.57,1,100.6
Wednesday,Cloudy,488,577,No,Corporate,27,3.68,1,76.0
Monday,Sunny,585,791,No,Buffet,35,4.12,0,189.4
Monday,Cloudy,660,854,No,Buffet,35,3.92,1,294.0
Sunday,Sunny,617,745,Diwali,Corporate,31,4.1,0,108.7
Monday,Cloudy,150,187,No,Buffet,8,5.0,1,67.9
Thursday,Cloudy,512,624,No,Regular,24,3.62,0,79.5
Thursday,Sunny,712,946,No,Buffet,36,4.37,0,248.5
Wednesday,Cloudy,181,231,No,Regular,12,4.61,0,48.2
Thursday,Rainy,765,1047,No,Banquet,40,4.56,0,409.6
Saturday,Rainy,610,724,No,Buffet,29,3.63,1,224.7
Saturday,Cloudy,640,822,No,Buffet,32,4.1,0,232.4
Tuesday,Cloudy,480,542,No,Regular,25,3.45,0,50.8
Wednesday,Sunny,320,442,No,Buffet,20,4.39,1,123.3
Tuesday,Rainy,586,726,No,Regular,27,3.86,0,185.0
Thursday,Rainy,597,712,No,Buffet,31,4.19,0,199.8
Friday,Sunny,465,550,No,Buffet,21,4.63,0,126.8
Tuesday,Sunny,511,704,No,Buffet,27,4.16,0,196.6
Wednesday,Sunny,618,790,Eid,Regular,34,4.15,0,147.1
Sunday,Sunny,393,482,No,Buffet,19,3.96,0,105.8
Monday,Sunny,700,828,No,Buffet,32,4.58,0,180.3
Thursday,Sunny,67,97,No,Corporate,5,3.83,1,15.8
Friday,Cloudy,573,695,No,Corporate,26,4.24,0,80.3
Tuesday,Sunny,369,468,Christmas,Corporate,18,4.3,0,99.1
Monday,Sunny,478,549,No,Regular,21,4.38,0,42.2
Monday,Cloudy,400,458,Diwali,Regular,19,4.19,0,63.9
Sunday,Sunny,583,768,No,Banquet,34,3.64,0,184.2
Monday,Sunny,218,301,No,Banquet,14,4.06,0,84.7
Tuesday,Rainy,207,245,No,Regular,10,3.37,0,47.2
Monday,Stormy,709,898,New Year,Buffet,38,3.96,0,562.0
Monday,Cloudy,302,361,No,Regular,14,4.34,1,55.6
Friday,Sunny,192,231,No,Regular,10,4.49,0,28.7
Tuesday,Sunny,197,268,Christmas,Banquet,14,3.8,0,96.3
Thursday,Stormy,326,397,No,Banquet,17,4.93,0,227.7
Friday,Cloudy,831,1092,No,Banquet,46,3.42,0,309.2
Saturday,Rainy,340,386,No,Regular,15,4.27,0,80.6
Monday,Cloudy,378,519,Diwali,Buffet,21,4.31,0,156.7
Saturday,Sunny,503,565,No,Corporate,27,4.31,0,23.0
Friday,Sunny,606,741,No,Buffet,32,4.24,0,145.1
Tuesday,Rainy,113,152,Christmas,Regular,11,4.11,0,47.4
Saturday,Rainy,425,539,No,Buffet,21,4.79,1,189.9
Saturday,Sunny,573,644,No,Regular,26,3.64,1,76.5
Tuesday,Cloudy,572,739,No,Buffet,31,3.94,0,167.0
Sunday,Sunny,333,392,No,Corporate,16,4.13,0,35.8
Thursday,Stormy,190,234,No,Regular,14,4.02,0,70.7
Friday,Sunny,208,266,No,Regular,12,3.69,1,55.1
Sunday,Cloudy,171,234,No,Buffet,12,4.33,0,51.3
Wednesday,Sunny,157,227,No,Buffet,14,4.18,0,48.6
Saturday,Cloudy,760,950,No,Regular,35,4.78,0,153.5
Wednesday,Cloudy,305,345,No,Regular,19,4.42,0,27.6
Saturday,Sunny,274,297,No,Corporate,17,4.54,0,5.5
Friday,Rainy,393,484,No,Regular,20,4.52,1,145.5
Tuesday,Rainy,439,532,No,Buffet,22,3.66,0,120.3
Wednesday,Rainy,174,213,No,Buffet,13,3.94,0,56.6
Wednesday,Sunny,590,735,New Year,Regular,32,3.96,0,117.2
Monday,Cloudy,415,541,Diwali,Buffet,25,4.56,0,182.9
Monday,Cloudy,471,605,New Year,Buffet,26,4.16,0,153.7
Wednesday,Cloudy,429,527,No,Buffet,24,4.11,0,136.1
Monday,Sunny,731,945,No,Buffet,40,4.08,0,238.9
Tuesday,Cloudy,635,708,No,Regular,30,4.56,0,59.5
Saturday,Sunny,168,217,No,Regular,11,3.69,0,40.8
Friday,Sunny,697,924,No,Buffet,40,4.12,0,217.7
Saturday,Sunny,194,240,No,Regular,15,4.73,0,27.9
Wednesday,Sunny,73,99,No,Regular,8,4.32,0,23.0
Sunday,Sunny,467,550,No,Regular,23,3.95,0,51.6
Friday,Sunny,497,632,No,Buffet,27,4.23,0,159.6
Monday,Rainy,352,405,No,Regular,20,3.5,0,70.2
Tuesday,Cloudy,110,178,Christmas,Banquet,11,3.83,0,72.5
Friday,Sunny,638,781,No,Buffet,31,3.98,1,222.4
Tuesday,Rainy,362,433,No,Regular,21,3.65,0,86.2
Thursday,Rainy,120,172,No,Buffet,11,4.4,0,64.8
Sunday,Rainy,317,388,No,Regular,15,3.62,0,106.0
Monday,Rainy,202,295,Eid,Banquet,12,4.61,0,111.1
Monday,Stormy,826,1047,No,Banquet,43,4.34,0,595.2
Sunday,Cloudy,540,635,Christmas,Corporate,27,3.84,0,100.9
Friday,Stormy,511,618,No,Buffet,29,3.9,0,290.6
Monday,Stormy,164,221,No,Banquet,11,4.11,0,122.3
Sunday,Sunny,811,1079,No,Buffet,42,4.49,0,250.8
Sunday,Rainy,296,350,No,Corporate,15,4.08,0,73.0
Thursday,Rainy,405,486,No,Regular,19,4.53,0,114.3
Friday,Rainy,819,1109,No,Banquet,44,4.11,0,428.0
Tuesday,Rainy,355,498,New Year,Buffet,23,4.38,0,193.8
Monday,Sunny,630,737,No,Regular,32,4.72,0,65.1
Friday,Sunny,338,471,No,Banquet,23,4.2,0,119.4
Wednesday,Cloudy,318,392,No,Buffet,20,3.67,0,89.9
Friday,Cloudy,291,394,No,Banquet,19,4.03,0,115.5
Saturday,Rainy,321,415,Christmas,Regular,16,4.92,0,123.2
Monday,Rainy,632,809,No,Buffet,34,3.9,0,224.9
Friday,Cloudy,493,583,No,Buffet,25,3.34,0,135.5
Tuesday,Stormy,578,636,No,Regular,28,3.71,0,148.6
Sunday,Sunny,634,768,No,Corporate,32,4.01,0,51.5
Tuesday,Stormy,304,412,Christmas,Buffet,17,4.31,0,250.9
Friday,Sunny,638,777,No,Regular,30,4.59,0,110.9
Thursday,Cloudy,423,530,No,Buffet,20,3.77,1,145.0
Wednesday,Sunny,312,395,Diwali,Regular,18,4.67,0,57.2
